,fraud_reported,months_as_customer,age,policy_number,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make
902,N,64,28,342830,0,1000,1468.82,0,MALE,3,5,2,56800,-51800,0,1,1,4,5,286,9,3,2,1,NO,60000,5000,10000,45000,6
903,N,142,30,491170,1,500,1412.76,0,MALE,6,1,5,66400,-63700,2,1,3,6,5,782,22,1,2,3,NO,67320,11220,11220,44880,13
904,N,97,27,175553,2,500,1588.26,0,FEMALE,2,12,0,56700,-49300,0,2,3,5,5,776,22,3,2,1,YES,75690,8410,8410,58870,10
905,Y,121,31,439341,1,1000,1140.91,0,MALE,0,0,2,51300,0,0,0,1,5,3,2,15,3,1,2,?,64300,6430,6430,51440,3
906,N,225,43,221186,2,1000,1517.54,0,MALE,3,8,3,0,-20900,0,0,4,4,1,927,16,3,2,0,YES,64400,6440,6440,51520,2
907,N,425,53,868031,2,2000,912.29,0,FEMALE,2,8,0,42900,-39100,0,1,1,6,3,625,17,3,1,2,?,97080,16180,16180,64720,10
908,N,285,44,844117,2,2000,1144.3,0,MALE,4,8,1,52600,0,3,1,4,6,4,146,3,1,1,0,?,5500,500,500,4500,6
909,N,192,38,744557,1,1000,1281.43,0,FEMALE,5,13,1,65100,-50300,0,2,3,4,3,949,10,3,0,2,NO,30700,3070,6140,21490,7
910,N,285,48,159536,0,2000,1101.85,0,FEMALE,1,11,5,46100,0,2,1,4,3,6,239,9,1,1,2,YES,33480,3720,3720,26040,9
911,N,98,26,727109,1,2000,1082.1,0,MALE,3,3,2,0,-30900,0,2,4,6,3,159,13,2,0,1,YES,65430,14540,7270,43620,7
912,Y,175,36,155604,2,500,1185.44,0,MALE,5,3,1,44900,-52500,0,0,4,0,3,385,15,3,2,1,YES,42680,3880,7760,31040,0
913,N,259,45,608443,0,2000,1175.07,0,MALE,4,2,1,30100,0,2,1,1,6,6,647,23,1,1,1,NO,87780,7980,7980,71820,6
914,N,140,36,117862,2,2000,979.26,0,FEMALE,3,13,3,0,-67000,0,0,1,1,5,723,2,4,0,2,YES,72800,14560,14560,43680,6
915,Y,231,37,991553,2,500,920.81,0,FEMALE,2,11,5,0,0,2,0,1,4,2,369,14,1,2,0,?,71190,0,7910,63280,8
916,N,186,38,727443,2,500,922.85,0,MALE,2,0,0,70300,-70900,3,3,2,1,2,515,7,1,1,1,YES,3600,400,400,2800,6
917,N,229,41,378587,2,2000,1107.59,3000000,MALE,6,12,1,65400,0,2,0,3,1,1,662,23,1,1,3,NO,62640,10440,10440,41760,8
918,N,180,36,420948,0,500,1272.46,0,MALE,1,9,5,0,0,0,1,0,1,4,152,7,3,2,1,?,69630,12660,6330,50640,12
919,Y,188,33,457188,0,1000,1340.24,0,MALE,2,10,3,0,-68800,0,1,4,1,2,479,8,3,1,0,?,76010,13820,6910,55280,4
920,N,214,40,118236,2,1000,1648,0,MALE,3,13,1,57700,-43500,2,2,3,6,4,632,17,1,1,0,YES,44220,8040,4020,32160,0
921,N,178,38,987524,0,500,1381.14,0,FEMALE,1,7,5,0,0,0,1,3,1,4,519,10,3,0,3,NO,57200,5200,10400,41600,2
922,N,55,35,490596,0,500,1198.44,8000000,MALE,4,8,5,0,0,3,1,4,6,1,388,9,1,0,3,NO,3080,560,560,1960,9
923,N,90,31,524215,2,2000,951.27,0,FEMALE,6,7,1,42100,0,2,2,3,4,2,871,2,1,1,0,YES,75790,13780,6890,55120,0
924,N,135,30,913464,1,2000,1341.24,0,FEMALE,4,4,5,37100,-46500,0,1,0,6,5,932,18,3,0,1,NO,32670,5940,2970,23760,6
925,N,277,46,398484,0,2000,1177.57,0,FEMALE,0,0,0,0,-65500,3,1,4,5,0,849,4,1,2,3,NO,3870,430,860,2580,7
926,Y,211,38,752504,1,1000,1055.09,0,FEMALE,5,13,3,0,0,2,2,1,1,1,223,12,1,0,3,YES,91520,8320,16640,66560,2
927,Y,156,32,449263,0,500,1479.48,0,MALE,5,9,4,0,0,2,0,3,1,4,12,15,1,1,3,YES,74690,6790,13580,54320,4
928,N,84,30,844007,1,2000,1827.38,0,MALE,0,8,2,0,-15900,3,3,4,5,6,564,9,1,1,3,?,4620,420,840,3360,1
929,Y,136,32,686522,1,500,1169.62,0,FEMALE,3,11,1,0,0,2,0,4,4,0,787,6,1,0,0,NO,55000,10000,10000,35000,12
930,Y,310,48,670142,1,500,1516.34,0,FEMALE,3,0,4,11000,0,0,0,4,4,6,195,11,4,0,2,NO,59400,13200,6600,39600,10
931,N,123,34,607687,2,2000,1270.21,0,FEMALE,1,11,0,16100,-61200,0,2,1,3,1,86,13,3,1,1,?,55260,6140,0,49120,9
932,N,243,44,967713,0,500,809.11,0,MALE,3,2,2,33200,0,0,1,3,0,6,935,4,3,2,1,YES,51400,5140,10280,35980,6
933,N,36,37,291902,0,1000,1115.81,0,FEMALE,5,6,0,0,-59800,0,1,0,1,1,180,20,3,1,3,?,48780,5420,10840,32520,4
934,N,146,31,149839,2,1000,1457.65,5000000,FEMALE,1,1,3,0,0,0,0,0,5,5,6,0,3,1,3,?,52380,5820,5820,40740,12
935,Y,154,34,840225,2,1000,1041.36,0,FEMALE,3,8,0,53100,-43900,0,2,3,6,2,731,18,4,2,3,YES,74360,13520,13520,47320,12
936,N,204,40,643226,2,1000,1693.83,7000000,MALE,2,10,2,44000,-20800,2,1,4,1,4,901,6,1,1,0,?,53400,5340,5340,42720,6
937,N,458,59,535879,1,1000,1685.69,0,FEMALE,2,10,5,31400,0,2,2,4,5,2,306,23,1,2,2,YES,71800,14360,14360,43080,7
938,Y,147,31,746630,1,500,1054.92,6000000,FEMALE,6,9,3,51900,0,2,0,3,1,4,508,4,1,0,0,?,68240,8530,0,59710,12
939,Y,279,45,598308,1,2000,1333.97,6000000,FEMALE,4,7,4,61100,-30700,0,0,3,4,0,672,21,3,1,0,?,61050,11100,11100,38850,4
940,N,308,47,720356,2,1000,1013.61,6000000,FEMALE,0,2,3,45700,-41400,1,1,2,1,6,373,7,1,1,1,YES,5590,860,860,3870,11
941,N,284,48,724752,0,500,958.3,0,FEMALE,6,6,0,47900,0,0,0,1,1,1,664,19,3,0,0,?,46860,8520,8520,29820,13
942,N,108,31,148498,1,2000,1112.04,6000000,FEMALE,6,7,3,52800,-54300,1,1,2,4,0,741,5,1,1,3,NO,4290,780,780,2730,13
943,N,421,57,110122,1,2000,1206.26,0,FEMALE,0,1,3,69900,0,0,1,4,0,0,734,22,3,0,0,NO,78500,15700,7850,54950,1
944,N,266,42,281388,0,1000,763.67,0,MALE,0,9,3,12800,-49700,2,2,4,4,4,73,12,1,1,3,YES,70830,7870,7870,55090,7
945,N,412,56,728600,0,500,1042.56,0,MALE,2,5,3,0,-66100,0,2,4,4,6,562,19,3,0,2,NO,68040,15120,7560,45360,11
946,Y,31,32,231548,0,2000,1263.48,4000000,FEMALE,3,7,5,46800,-87300,2,0,1,6,2,618,10,1,2,0,?,63600,5300,10600,47700,1
947,N,465,63,531160,0,500,1006.99,6000000,FEMALE,5,11,3,0,0,2,1,3,6,1,809,7,1,0,3,?,43560,4840,4840,33880,11
948,N,126,31,889003,2,1000,1328.26,0,MALE,5,11,1,42300,-45800,2,2,4,6,2,268,17,1,1,1,NO,60840,13520,6760,40560,11
949,N,407,55,193213,2,1000,1250.08,5000000,FEMALE,6,12,5,0,-57700,0,2,4,6,0,85,0,3,2,3,YES,68160,11360,11360,45440,5
950,N,101,27,557218,0,500,982.7,6000000,FEMALE,1,13,4,30800,-43700,1,1,2,4,0,786,9,1,1,0,NO,5170,940,470,3760,12
951,N,187,37,125591,1,1000,1412.06,5000000,FEMALE,5,10,1,60100,0,2,2,0,0,5,680,21,1,0,3,?,57700,5770,5770,46160,9
952,N,252,46,227244,1,2000,1066.7,0,FEMALE,3,5,3,0,0,0,2,3,5,3,591,22,3,0,2,NO,89520,14920,14920,59680,1
953,N,229,43,791425,1,2000,1585.54,0,MALE,2,10,1,42600,-44400,3,1,2,6,2,933,3,1,1,0,YES,4620,420,840,3360,13
954,N,246,39,354455,1,1000,1416.08,0,FEMALE,3,2,2,0,-36600,2,1,0,6,4,641,16,1,0,3,?,45180,5020,5020,35140,6
955,N,190,38,601042,2,500,1246.03,0,MALE,3,2,4,61900,-50000,2,2,3,1,5,431,14,1,0,0,NO,45100,9020,4510,31570,9
956,N,95,32,433663,1,2000,1356.64,0,MALE,5,6,1,67800,-48600,0,2,4,4,6,777,21,3,0,3,YES,83160,15120,15120,52920,12
957,N,205,42,471938,0,2000,1387.7,4000000,FEMALE,2,8,2,0,0,2,1,4,6,1,327,19,1,2,1,NO,86130,15660,15660,54810,3
958,N,41,25,564654,2,1000,1004.14,0,MALE,5,8,5,35400,0,0,0,1,0,2,363,13,3,1,3,NO,48000,9600,4800,33600,4
959,N,137,35,645723,2,500,1107.07,0,FEMALE,2,10,0,0,-45300,3,1,4,5,2,712,21,1,0,0,YES,3300,600,600,2100,10
960,N,194,34,573572,0,500,1429.96,0,FEMALE,3,10,0,67800,0,0,1,0,1,3,959,11,3,1,2,YES,57200,11440,5720,40040,12
961,N,128,35,437960,1,1000,1074.99,0,FEMALE,0,0,0,0,-48800,3,3,4,5,1,272,16,1,2,0,?,7590,1380,690,5520,0
962,N,150,37,649800,2,1000,1007,0,FEMALE,6,13,4,30400,-89400,2,2,4,5,0,789,9,1,0,2,?,80080,12320,12320,55440,3
963,N,104,30,544225,2,500,1052.85,0,FEMALE,4,10,2,0,-70100,3,1,4,6,5,334,8,1,0,0,YES,4800,960,480,3360,2
964,Y,163,37,390256,1,1000,1200.33,4000000,FEMALE,2,2,3,0,-36400,3,1,4,6,6,642,7,1,2,1,YES,3900,390,780,2730,13
965,N,80,26,488597,0,1000,1343,0,MALE,5,5,2,64600,0,2,1,3,4,0,491,12,1,0,0,NO,90400,9040,9040,72320,2
966,N,65,29,133889,2,2000,1441.6,5000000,FEMALE,4,11,3,0,0,0,1,3,0,1,136,21,3,0,0,?,62900,6290,12580,44030,7
967,Y,179,32,931901,2,1000,1433.42,6000000,FEMALE,0,10,3,53800,0,2,0,4,0,0,781,4,1,1,2,NO,54200,5420,10840,37940,9
968,N,372,50,769475,2,2000,1368.57,0,FEMALE,4,12,2,0,0,0,0,4,1,3,866,18,3,2,2,YES,51800,5180,10360,36260,0
969,N,398,55,844062,2,500,862.19,0,MALE,2,0,4,69400,0,3,3,4,4,3,807,7,1,2,3,?,6600,600,1200,4800,0
970,N,213,35,844129,2,500,871.46,0,MALE,4,12,0,58500,-77700,2,2,1,4,4,495,13,1,2,0,YES,74140,13480,6740,53920,5
971,N,79,25,732169,2,500,1863.04,0,FEMALE,0,8,1,53400,-35200,2,2,1,5,3,816,0,1,2,1,?,67800,13560,6780,47460,8
972,Y,232,44,221854,2,2000,1181.64,0,MALE,1,7,5,25800,0,2,0,1,1,3,28,22,1,1,1,YES,55400,5540,11080,38780,7
973,Y,230,37,776950,0,1000,1060.74,0,MALE,6,12,3,0,-51500,2,0,0,4,1,18,15,1,2,3,?,49100,9820,4910,34370,11
974,Y,234,41,291006,1,500,951.56,0,FEMALE,3,13,5,59400,-78600,0,0,4,4,5,324,3,3,2,1,?,98280,15120,7560,75600,3
975,N,240,40,845751,1,500,1533.71,9000000,FEMALE,3,10,3,0,-70900,0,2,1,5,3,682,18,2,0,2,?,66550,6050,12100,48400,5
976,N,143,33,889764,2,1000,1200.09,0,FEMALE,0,2,4,38400,-5700,0,0,1,6,0,792,17,3,2,2,?,70400,14080,7040,49280,0
977,Y,266,42,929306,1,500,1093.83,4000000,MALE,0,0,2,0,-49600,0,0,0,6,6,437,18,3,1,1,NO,53280,4440,8880,39960,11
978,N,89,32,515457,1,1000,988.93,0,FEMALE,2,2,4,27600,0,2,2,3,1,1,204,11,1,2,3,YES,84590,15380,15380,53830,4
979,N,229,37,556270,1,1000,1331.94,0,FEMALE,5,4,1,0,-55400,2,2,3,1,1,726,17,1,0,2,YES,54560,9920,9920,34720,10
980,N,245,40,908935,0,1000,1361.45,0,MALE,6,5,4,39300,0,2,1,0,2,3,735,12,1,0,2,YES,82170,7470,7470,67230,11
981,N,50,44,525862,2,2000,1188.51,0,MALE,1,5,4,0,-65800,0,2,4,1,3,416,15,3,1,2,NO,61100,6110,12220,42770,4
982,Y,230,43,490514,1,2000,1101.83,0,MALE,2,3,2,28900,0,0,1,4,1,0,727,0,3,0,3,YES,51900,5190,10380,36330,2
983,N,17,39,774895,0,1000,840.95,0,FEMALE,3,0,4,32500,-80800,1,3,4,4,0,676,9,1,2,1,?,3440,430,430,2580,11
984,N,163,36,974522,1,1000,1503.21,0,MALE,4,7,0,55700,-49900,2,2,0,6,6,384,1,1,2,1,NO,51390,5710,11420,34260,12
985,N,29,32,669809,2,1000,1722.5,0,MALE,2,7,5,0,-21500,2,0,3,6,1,945,22,1,0,2,?,76900,7690,7690,61520,7
986,Y,232,42,182953,1,500,944.03,0,MALE,1,5,1,0,-58400,2,1,3,6,5,819,11,1,2,3,?,77000,15400,7700,53900,12
987,Y,235,39,836349,0,2000,1453.61,4000000,MALE,3,2,2,0,0,2,0,3,0,2,517,10,1,0,3,?,60320,9280,9280,41760,3
988,N,295,46,591269,1,500,1672.88,0,FEMALE,2,1,5,0,0,2,1,1,1,1,406,5,1,1,1,NO,60700,12140,6070,42490,6
989,N,22,21,550127,1,1000,1248.05,0,FEMALE,2,3,0,37500,-54000,0,2,4,4,0,964,3,3,1,2,?,53280,5920,0,47360,3
990,N,286,43,663190,0,500,1564.43,3000000,FEMALE,4,9,4,77500,-32800,2,1,1,1,4,418,18,1,2,2,YES,34290,3810,3810,26670,7
991,N,257,44,109392,2,1000,1280.88,0,MALE,4,7,2,59400,-32200,2,2,3,6,5,480,21,1,0,1,NO,46980,0,5220,41760,0
992,N,94,26,215278,1,500,722.66,0,MALE,4,3,0,50300,0,0,0,1,2,6,79,6,3,1,2,YES,36700,3670,7340,25690,9
993,N,124,28,674570,2,1000,1235.14,0,MALE,4,3,0,0,-32100,0,2,3,2,2,72,20,3,0,1,?,60200,6020,6020,48160,13
994,N,141,30,681486,1,1000,1347.04,0,MALE,2,11,3,0,-82100,1,1,2,4,3,615,6,1,1,2,YES,6480,540,1080,4860,6
995,N,3,38,941851,2,1000,1310.8,0,FEMALE,5,2,4,0,0,2,1,1,0,4,561,20,1,0,1,?,87200,17440,8720,61040,6
996,N,285,41,186934,0,1000,1436.79,0,FEMALE,6,9,5,70900,0,2,0,1,4,3,227,23,1,2,3,?,108480,18080,18080,72320,13
997,N,130,34,918516,2,500,1383.49,3000000,FEMALE,5,1,2,35100,0,0,1,4,0,0,746,4,3,2,3,YES,67500,7500,7500,52500,11
998,N,458,62,533940,0,2000,1356.92,5000000,MALE,0,5,5,0,0,2,0,3,1,0,569,2,1,0,1,YES,46980,5220,5220,36540,1
999,N,456,60,556080,2,1000,766.19,0,FEMALE,0,11,0,0,0,1,1,4,6,1,43,6,1,0,3,?,5060,460,920,3680,8
